42,-0.0192937,-0.03272602,-1.00547,
43,-0.01978215,-0.03297025,-1.009134,
44,-0.01978215,-0.03297025,-1.009134,
45,-0.01733991,-0.0324818,-1.009378,
46,-0.01636301,-0.03272602,-1.004493,
47,-0.01636301,-0.03272602,-1.004493,
48,-0.01733991,-0.03126068,-1.008645,
49,-0.01758413,-0.03101645,-1.004982,
50,-0.01758413,-0.03101645,-1.004982,
51,-0.01758413,-0.0315049,-1.006936,
52,-0.01807258,-0.03126068,-1.009378,
53,-0.01807258,-0.03126068,-1.009378,
54,-0.01904947,-0.03101645,-1.008157,
55,-0.01904947,-0.03199335,-1.008645,
56,-0.01904947,-0.03199335,-1.008645,
57,-0.01904947,-0.03101645,-1.004982,
58,-0.01904947,-0.03101645,-1.004982,
59,-0.01904947,-0.03101645,-1.004982,
60,-0.01880525,-0.0324818,-1.007668,
61,-0.01880525,-0.0324818,-1.007668,
62,-0.01978215,-0.03174912,-1.007913,
63,-0.01978215,-0.03174912,-1.007913,
64,-0.01904947,-0.03223757,-1.005715,
65,-0.01904947,-0.03223757,-1.005715,
66,-0.01904947,-0.0324818,-1.009378,
67,-0.01904947,-0.0324818,-1.009378,
68,-0.01904947,-0.03467981,-1.007424,
69,-0.01904947,-0.03467981,-1.007424,
70,-0.01904947,-0.03467981,-1.007424,
71,-0.02075904,-0.03223757,-1.002784,
72,-0.02124749,-0.03321447,-1.003761,
73,-0.02124749,-0.03321447,-1.003761,
74,-0.02173594,-0.03394714,-1.004249,
75,-0.02173594,-0.03394714,-1.004249,
76,-0.01904947,-0.0324818,-1.007668,
77,-0.01904947,-0.0324818,-1.007668,
78,-0.01953792,-0.03272602,-1.005226,
79,-0.01953792,-0.03272602,-1.005226,
80,-0.0192937,-0.03199335,-1.008401,
81,-0.0192937,-0.03199335,-1.008401,
82,-0.02051482,-0.03394714,-1.005715,
83,-0.02051482,-0.03394714,-1.005715,
84,-0.02588775,-0.03932007,-1.00889,
85,-0.02588775,-0.03932007,-1.00889,
86,-0.01953792,-0.0315049,-1.007913,
87,-0.01953792,-0.0315049,-1.007913,
88,-0.01099008,-0.02979533,-1.006447,
89,-0.01099008,-0.02979533,-1.006447,
90,-0.01953792,-0.03297025,-1.006691,
91,-0.01953792,-0.03297025,-1.006691,
92,-0.02198016,-0.03785472,-1.008157,
93,-0.02198016,-0.03785472,-1.008157,
94,-0.02295706,-0.02881844,-1.007424,
95,-0.01904947,-0.02710887,-1.006936,
96,-0.01489767,-0.02881844,-1.00889,
